"","area","datafile.013_108_2015_B.raw.area","datafile.016_148_84_A.raw.area","datafile.017_173_83_A.raw.area","datafile.039_341_81_MASS.raw.area","datafile.043_355_92_B.raw.area","datafile.044_359_92_C.raw.area","datafile.045_360_92_G.raw.area","datafile.046_363_92_C.raw.area","datafile.048_370_92_A.raw.area","datafile.063_449_87_C.raw.area","datafile.066_488_94_C.raw.area","datafile.070_538_78_A.raw.area","datafile.082_701_89_B.raw.area","datafile.086_772_94_B.raw.area","datafile.087_787_82_MASS.raw.area","datafile.088_791_82_A.raw.area","datafile.095_906_87_A.raw.area","datafile.099_939_73_B.raw.area","datafile.100_950_83_A.raw.area","datafile.102_975_83_B.raw.area","datafile.103_978_83_A.raw.area","datafile.104_1040_90_C.raw.area","datafile.110_1449_77_A.raw.area","datafile.111_1453_77_MASS.raw.area","datafile.127_7178_C.raw.area","mz_round","rt_round"
"1658",631400,NA,446.2,526,NA,1175,584.1,335.8,8264,13740,NA,NA,NA,NA,NA,NA,NA,NA,101600,76160,631400,NA,244100,9200,296200,3148,478.266,20.05
"1659",1100000,NA,395.9,31120,1100000,552.3,817.1,366.7,37610,16960,NA,1601,NA,NA,711.7,NA,NA,442.3,211600,21490,27610,2114,755400,31180,362300,46900,478.266,20.83
"1660",4539000,311.8,NA,NA,4539000,552.3,2720,366.7,20020,947.1,NA,1766,NA,NA,711.7,NA,469.5,993.8,9865,10310,28040,864.1,30280,1447,10270,396.4,478.266,21.05
"1661",1525000,24490,56170,3532,NA,NA,NA,NA,67220,180000,NA,NA,NA,449.7,NA,NA,NA,NA,NA,1525000,31900,270.7,6022,NA,5389,4392,478.266,22.25
"1662",745900,368900,167600,59050,NA,115400,137700,93910,130300,745900,113700,76220,91690,403.6,403500,262300,107900,144900,507300,96760,70680,103300,165100,134700,134000,65470,478.294,35.33
"1663",19610000,905,1387000,370900,3704,11480,246900,257400,521900,569200,1769000,4087000,241400,168400,34750,19610000,299500,4726000,550200,59770,9181,1621000,28550,55650,26670,93240,479.119,19.38
"1664",8703000,481.2,6633000,9446,708,6213,16150,3259,659100,1219000,35730,62150,12640,6170,218800,180500,10950,219800,8703000,20850,2681,608300,9545,3040,4147,356800,479.119,20.82
"1665",6432000,NA,4926000,5759,592.3,6012,9883,3259,2519000,852700,25530,46130,9226,6170,163100,30380,10180,175400,6432000,16140,2681,542700,9116,3040,16410,35380,479.119,20.86
"1666",3895000,NA,57880,29550,NA,NA,409,NA,308800,275500,NA,NA,NA,NA,3526,NA,NA,NA,327.4,3895000,620200,319.9,134200,19880,1137000,NA,480.281,21.25
"1667",1277000,1277000,NA,NA,NA,NA,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.089,19.41
"1668",230500,51.46,3827,110.2,NA,824.2,NA,NA,NA,107.6,51.19,97.79,58.55,NA,1503,230500,NA,124.5,102700,3797,611.9,85.88,NA,NA,1251,NA,481.425,53.32
"1669",9816000,9816000,81940,475000,59170,146800,230700,306400,150200,3175000,2636000,520500,198100,89970,194600,68060,4018000,940400,607100,3222000,307500,2568000,261200,125000,218300,5411000,482.261,18.36
"1670",12660000,4370000,79600,7759000,198300,13830,2815000,5368000,336000,6807000,37860,7247000,2949000,51560,5848000,342100,172400,4068000,12660000,33170,49360,140400,60580,3371000,111300,2112000,482.494,43.42
"1671",12450000,4252000,1614000,7560000,198300,13830,2688000,5113000,334600,6738000,37860,6855000,2830000,129300,3766000,7291000,6261000,3977000,12450000,33810,51000,2773000,60580,3439000,111300,2044000,482.494,43.45
"1672",12460000,218400,1676000,401600,362300,13300,2616000,4624000,2096000,6374000,37520,305900,2729000,163800,384800,475700,315700,220500,12460000,33810,51260,2965000,60270,3492000,110600,2042000,482.494,43.49
"1673",6374000,3104,3980,6254,6374000,NA,3064,6239,609200,26850,NA,5321,7862,6005000,249500,5387,10830,7669,21020,NA,NA,2790,NA,13770,357.7,2480,482.494,44.05
"1674",3632000,9112,76950,477300,1057000,28760,1011000,1334000,1302000,432800,183500,442300,52380,29770,3632000,876200,43060,601900,36350,27330,824100,129700,427700,43570,1216000,44490,483.068,19.25
"1675",2378000,6052,5561,173700,292.4,NA,345.7,299.5,413.7,120800,332.6,2640,NA,NA,NA,NA,NA,NA,7949,2378000,4309,1249000,NA,52410,NA,1825000,483.129,20.85
"1676",4011000,NA,1447,7368,2701,124200,2581000,1311000,25980,93090,621600,60760,1626000,NA,NA,59630,2066000,4011000,556,833600,77060,NA,31520,13520,811500,49420,483.222,21.26
"1677",4194000,NA,2777,4359,2421,103300,2227000,1360000,12790,82730,551900,47930,1572000,NA,NA,51680,2025000,4194000,3285,52870,62500,NA,25490,13520,936600,97050,483.222,21.34
"1678",3236000,NA,1275,239300,222,459400,608200,367400,12970,50860,147700,118700,433600,3236000,107.9,5416,171500,1552000,1979,82100,7521,280.7,5825,23460,44210,2675,483.222,22.04
"1679",1995000,NA,24800,235400,989.4,1995000,1212000,485400,8211,95450,138200,32890,1348000,1214000,3360,11510,196500,1655000,44440,25330,NA,198.9,NA,26950,77890,144100,483.222,22.52
"1680",1576000,1576000,374.3,24670,15980,98150,3095,21950,443.7,3808,NA,18110,599.4,569.7,573.7,375,8406,1683,7484,908.4,NA,21070,620.3,13220,347,8994,485.129,13.84
"1681",407600,NA,NA,NA,359.4,7282,1636,1737,974.7,2926,11640,743.5,2064,3119,407600,NA,6306,2095,800.8,26920,NA,372.6,379.3,267.6,790.8,56680,485.222,18.46
"1682",2627000,2122000,380300,834100,49630,32190,843400,1359000,916300,2627000,72650,971400,881600,74660,1299000,1477000,767300,457000,648700,24310,81160,621100,110700,475600,138000,1851000,485.291,41.03
"1683",926700,926700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.139,20.32
"1684",326100,NA,NA,40490,NA,6842,186.9,37430,NA,NA,NA,2895,611.1,NA,NA,NA,326100,NA,NA,NA,NA,NA,NA,18170,NA,NA,487.173,27.24
"1685",848300,41740,128700,296700,NA,109800,445700,151900,337000,848300,211700,133200,272200,NA,182300,242400,50460,247800,29970,340100,98450,246200,640800,167000,149600,28940,487.306,34.92
"1686",658200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1266,1784,658200,NA,NA,NA,NA,NA,569.8,NA,NA,NA,NA,NA,347.4,487.307,42.15
"1687",259700,5081,3617,8121,8576,7663,20980,18570,4685,5628,5244,1004,4322,35670,15610,9821,8692,14180,259700,5452,3715,12230,6255,16370,17490,4718,488.396,47.68
"1688",757500,453700,456900,442400,347200,250600,496100,270500,757500,260600,359800,290700,519100,NA,463100,442500,309500,432300,564200,402800,466600,295500,297300,440100,224200,718100,489.228,40.91
"1689",745300,14040,383100,15180,480100,206200,435500,221500,8898,229900,298400,257800,449800,745300,352200,389300,291200,381500,431200,351100,13920,274400,248600,14190,193300,22370,489.228,40.96
"1690",2615000,NA,2615000,NA,327,NA,NA,273.2,1722,NA,NA,NA,439.3,NA,483.1,491.3,NA,NA,NA,NA,NA,NA,NA,NA,425.4,NA,490.227,22.14
"1691",1548000,552700,59930,NA,NA,1747,NA,408.1,374.5,22990,22040,475.1,NA,NA,11820,1777,371.3,806.2,NA,421.5,NA,1548000,NA,460.6,NA,12110,491.119,21.51
"1692",2968000,2968000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.168,18.48
"1693",3461000,3461000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.8,379.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.168,18.6
"1694",740000,NA,22900,1645,NA,869.5,47490,4899,62190,740000,12040,654.3,2378,662.4,780.5,478400,2840,10990,1411,895.3,896.8,3748,475.6,649,1486,359300,491.301,32.93
"1695",887800,NA,17110,1690,37180,4336,91080,5359,85280,887800,9065,3757,8680,1338,578.9,578900,2105,8919,292.6,1643,1824,3394,395.9,649,3760,527700,491.301,33.14
"1696",1464000,1464000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.7,NA,NA,NA,NA,169.3,NA,NA,NA,NA,492.105,20.24
"1697",2534000,NA,2534000,759.6,NA,627.6,15590,1693,75120,1021000,48130,2219,2582,NA,581600,89530,92.65,68590,2478000,1022,842.1,168100,2300,NA,2903,495300,493.113,29.96
"1698",1196000,142.8,1196000,5717,2916,544.7,99190,6727,706000,1132000,26530,22580,31160,604.1,211000,124100,4548,23850,1085000,12960,9176,104700,1572,NA,38370,134100,493.113,30.2
"1699",12410000,NA,12410000,18570,833.9,1334,336000,22020,1279000,6846000,310100,72250,77450,NA,2031000,498000,9269,343300,10480000,63490,32310,745000,4791,NA,6576,941300,495.129,30.11
"1700",1771000,787000,1444000,604900,7028,1142000,1126000,1055000,831000,1771000,866000,900700,446100,10850,1188000,1044000,1053000,854900,491800,1221000,461100,868800,995700,1025000,1204000,374400,496.341,37.08
"1701",1264000,34670,NA,342.4,151000,1534,13440,351.6,3182,384000,753600,602000,267.4,NA,2001,NA,10520,286100,1860,56050,272100,1264000,35360,1630,58200,25740,497.107,18.86
"1702",1281000,492200,665400,1159000,NA,216600,513500,394600,624200,1281000,20780,34510,382500,NA,142600,593700,80380,348400,125100,259900,136700,693100,669100,756800,133500,62330,497.312,33.79
"1703",3169000,3169000,1125000,1706000,NA,339700,1091000,845800,1299000,2041000,45470,80310,1032000,221.5,261500,2175000,386900,1525000,202300,754000,466500,1104000,1311000,1011000,332200,795700,497.312,35.75
"1704",967500,31540,6372,18860,288800,1674,13400,6225,23640,35030,2033,1070,12260,967500,1814,24830,6483,17330,690.7,3508,3409,27630,7715,24900,5001,4318,497.312,36.09
"1705",1435000,NA,5574,366.4,NA,4949,16410,25150,54730,25110,13700,808.2,85870,NA,1435000,4912,13360,56410,NA,661.9,419.7,63080,16300,22680,2449,2393,498.16,10.1
"1706",866000,NA,3515,23010,866000,9364,6485,12530,204000,10770,22360,28300,33270,378500,28860,5049,11730,10430,2362,3641,15960,1497,18280,26240,60620,200.8,499.064,17.86
"1707",1894000,35960,170900,36490,55740,311100,155100,406500,199100,22940,170600,86170,315800,3838,725300,1894000,352200,142100,89200,37280,24480,125400,162300,302100,88250,31440,499.178,13.64
"1708",1849000,NA,10820,139400,10080,659500,1849000,932800,68460,69320,310800,120800,1385000,293900,11780,32810,1015000,1843000,61960,293100,16770,2245,28580,236900,196100,350300,499.217,15.84
"1709",1040000,329.2,5535,74870,720.8,603400,210900,58130,66620,120000,1040000,31670,336700,81800,70610,30510,181200,109100,NA,NA,NA,10770,NA,56030,9714,41020,500.25,21.82
"1710",1568000,NA,5011,141000,NA,1568000,771900,300400,1010,106600,151400,50890,633300,1030000,1726,311,126300,663100,3198,602.1,NA,343.5,NA,4451,NA,1229,500.25,22.82
"1711",517900,421400,329300,398000,517900,281000,376000,279400,158600,376900,235400,264300,312900,397100,35220,143000,387900,310400,41070,262500,229100,167900,181200,297800,315200,145700,500.918,1.42
"1712",15620000,15620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.119,2.5
"1713",865800,243.6,28430,70850,NA,157400,23630,3605,NA,865800,783700,418.5,40520,NA,7952,NA,308000,33990,300.8,62990,119400,155400,35700,196600,NA,35910,502.172,22.95
"1714",1206000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.172,24.01
"1715",2342000,NA,422,165000,NA,546200,36470,71800,2665,11930,91430,71050,170900,NA,4026,31390,342500,90560,46930,1121000,17300,318100,187700,2342000,52880,455500,502.187,24.32
"1716",278300,NA,NA,2453,24920,14030,NA,1033,7627,NA,1062,511,2934,NA,NA,NA,17000,520.3,321.4,36670,NA,85250,1817,100200,278300,6050,502.187,24.5
"1717",1361000,NA,NA,1944,28410,15390,879200,494100,17740,24860,218400,24360,702600,NA,NA,11420,693800,1361000,NA,331200,32710,NA,4138,5363,173900,19400,502.266,21.25
"1718",1465000,NA,NA,122000,439.2,375700,245000,143500,17260,4379,48710,1507,3e+05,1465000,NA,1066,6647,459500,NA,NA,NA,653.9,NA,10010,32840,3466,502.266,22.04
"1719",1501000,NA,14950,145700,NA,1501000,711100,326300,3520,41930,71380,14360,948900,1020000,3727,5910,144700,944300,26110,11880,NA,NA,NA,21660,2722,111100,502.266,22.56
"1720",1397000,1203000,4438,424200,29460,14580,508400,759900,673000,1397000,44490,567300,602000,14650,940200,798300,498300,251500,293900,8282,38450,6736,53990,4623,63440,1096000,502.317,41
"1721",1017000,1017000,9983,387000,814100,13290,25430,7e+05,12370,66660,40050,23370,26270,786900,815300,713400,495900,11590,272500,8676,38450,11860,50420,11960,63910,50550,502.317,41.11
"1722",668600,274,162.3,NA,126.6,NA,203,NA,NA,531.9,217,668600,NA,NA,NA,46050,187,NA,NA,42840,45260,NA,140400,2008,7287,213.6,503.154,22.69
"1723",8318000,13990,4327,1086000,54180,671600,1172000,488700,105200,92770,46040,112800,478700,948,884100,8318000,48880,901900,10960,28380,15450,1944000,61250,238000,35030,508000,503.25,18.13
"1724",1650000,NA,519500,437300,NA,146600,495800,348300,770700,461100,14850,23500,593000,NA,45120,1650000,413100,1140000,25470,324500,100500,303200,606400,306300,132800,195400,504.318,33.47
"1725",1559000,NA,507000,6822,116700,140600,11750,331400,775100,8815,15030,23740,13300,NA,44230,1559000,412500,38810,25650,308100,95630,303700,561600,307300,131400,184400,504.318,33.51
"1726",667000,NA,1941,855.5,109700,365.7,1713,311.9,783,2434,NA,NA,2907,667000,NA,23160,3272,10990,525.8,380.4,289.3,947,4135,1054,306.4,839,504.318,33.83
"1727",1828000,NA,56120,726000,87460,5555,1283000,1066000,960100,608200,933200,43320,4629,NA,34490,690800,1828000,1025000,355900,73900,199800,29610,521300,217800,255000,10790,505.097,18.42
"1728",938800,NA,206.7,38980,8949,788.9,70220,47330,75180,184500,427700,524.1,375.3,NA,6936,31690,104400,11760,11640,622,2576,938800,15320,12060,7111,NA,505.097,20.07
"1729",5963000,29680,97140,1869000,9666,60200,41670,15890,747400,406500,63870,710.6,7284,49330,2909000,5963000,956500,143900,452.1,67920,11280,205100,10470,433100,45140,161400,505.265,18.78
"1730",864200,NA,NA,874.2,NA,NA,4622,541.3,826.3,137000,99190,397.4,NA,NA,NA,13880,8695,1456,NA,NA,285.7,864200,1422,392.2,NA,NA,507.115,19.56
"1731",4527000,NA,NA,874.2,NA,NA,4622,541.3,2250,111700,101500,397.4,NA,NA,NA,13880,8975,1456,NA,NA,285.7,4527000,1422,394.7,338.9,NA,507.115,19.59
"1732",1666000,NA,NA,490.2,1476,839.2,668.3,NA,529.8,236500,389900,263.8,NA,NA,462.9,1102,NA,NA,NA,NA,301.4,1666000,NA,NA,NA,NA,507.115,20.24
"1733",607500,607500,203.3,227.1,NA,NA,626.3,646.3,1201,29560,174.4,10490,5731,1027,270.3,16300,670.6,17520,1232,12740,NA,5221,164,NA,676.2,2934,507.243,24.27
"1734",418000,121,14970,857.2,NA,451.8,23720,2650,36380,418000,6046,992.5,821.4,NA,422.3,305100,1464,5357,944.8,517.4,NA,1993,149.7,111.7,366.1,207700,507.295,32.9
"1735",508600,121,10410,444.3,24110,733.5,44110,2783,36050,508600,5498,626.4,1412,NA,NA,431100,1030,4744,587.3,NA,288.2,1919,NA,111.7,1128,352800,507.295,33.12
"1736",1645000,365.6,374500,223100,NA,NA,NA,413500,500100,3322,278100,392100,3743,NA,518900,361000,NA,301200,1645000,318200,637500,277400,485600,283300,824100,330400,507.489,40.12
"1737",622500,365.6,351600,210000,622500,NA,NA,4088,501100,3882,257500,364300,4152,NA,481300,349400,NA,294600,28250,4047,9693,275700,448300,2684,14130,319300,507.489,40.17
"1738",14050000,4449000,1904000,8157000,43400,15470,3176000,5493000,88040,7371000,32380,6510000,2536000,18980,93840,559400,7454000,4831000,14050000,41900,54330,2075000,73150,3818000,138600,2611000,510.525,44.86
"1739",7326000,3523000,1956000,698700,93890,15840,339300,512600,136500,634800,32660,NA,2261000,49950,243900,7326000,669500,4395000,1622000,48850,67080,2966000,72730,4403000,134500,2422000,510.525,44.94
"1740",2107000,256200,339600,526800,240800,3758,268500,322400,372400,388700,5251,240300,225700,157600,695200,2107000,792900,477600,1956000,13840,25390,1796000,17140,1423000,12670,315400,510.525,45.03
"1741",5563000,140700,145300,204800,142400,1381,118800,150700,396400,173100,1893,144000,103600,193200,5563000,1012000,431900,259600,868200,7189,12970,1111000,7203,778300,2568,174300,510.525,45.1
"1742",3132000,20520,8046,28690,405100,NA,15150,10490,3132000,23870,NA,3295,11670,259500,636300,65910,38440,20470,42010,NA,NA,46180,NA,49800,NA,5386,510.525,45.39
"1743",3284000,2859,748.5,1755,3284000,NA,1718,3855,1167000,3925,NA,879.5,1314,2177000,511700,2564,6308,1951,7583,NA,NA,2166,NA,4704,NA,488.3,510.525,45.69
"1744",3777000,984.9,671.8,3199,1352000,NA,1693,3855,221900,3257,NA,879.5,540.6,3777000,137700,1322,6308,1951,7583,NA,NA,1531,NA,2666,NA,488.3,510.525,45.86
"1745",491400,88800,35610,130200,NA,11580,69160,118000,NA,99290,84780,160500,52940,NA,117700,154900,175300,103900,491400,115700,80350,118600,52280,158400,314300,28550,512.505,43.16
"1746",552600,171.9,6395,20060,685.1,1378,552600,325800,7284,5216,67790,1698,490.7,356.9,3815,60970,2988,111300,19150,36160,4770,132600,14910,35270,11030,1610,513.233,21.49
"1747",692400,349.9,158200,324700,260.5,142900,417300,198200,268600,566600,363500,97960,323700,404.1,123600,381800,99730,320100,36290,263200,58740,269200,692400,212800,126500,29970,513.359,40.32
"1748",2360000,1924000,798400,596900,937400,693600,811400,183400,382800,372500,323800,533400,288100,284600,281700,357700,667300,501900,373900,1133000,665700,285100,2360000,224700,1257000,1066000,515.118,16.09
"1749",2309000,154900,152800,72530,2309000,67980,151400,35380,151000,71550,70580,89980,63690,800500,56540,55930,128200,118500,66610,158600,143800,22470,343800,50870,628500,179000,515.118,16.44
"1750",368000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368000,NA,NA,NA,NA,NA,210.2,NA,NA,NA,NA,NA,NA,516.165,25.53
"1751",667100,338.6,473,896.2,NA,667100,158900,55670,NA,43360,138100,30740,129900,NA,NA,NA,4433,40920,8795,101900,147100,5497,242800,21880,69800,21300,516.166,23.48
"1752",1163000,NA,NA,NA,NA,220400,57290,16590,NA,14500,47030,11080,54220,1163000,NA,NA,55920,10770,6217,32770,61350,563.6,96600,5295,8975,5819,516.166,24.46
"1753",3187000,6590,3685,2123000,35570,13300,6154,8541,1096,471600,2207,27010,11860,12670,5225,NA,6176,12040,1164,1566000,38750,838100,33360,117500,46610,3187000,517.135,18.23
"1754",4792000,9780,8008,1672000,25640,14060,2759,9779,3515,1867000,784.9,57530,4487,8381,2485,3156,23050,5084,4510,3985000,50490,2696000,40500,299700,46160,4792000,517.135,18.75
"1755",5379000,11000,16470,4304000,14840,27270,2759,10850,3515,1726000,NA,65800,14540,27760,4109,1273,35510,10880,4200,4170000,49650,3338000,33600,493500,42960,5379000,517.135,18.86
"1756",1670000,384300,518900,504800,NA,1027000,1033000,729900,418100,1670000,606400,406800,298000,NA,645600,340800,632900,785700,412400,313100,180300,224800,491100,759800,399700,129800,518.325,34.3
"1757",1455000,249900,586900,529400,292800,999600,747100,677000,7933,1455000,556800,402300,301800,541200,1172000,263900,703700,551700,435800,571000,175000,330200,441200,627200,392700,4227,518.325,34.68
"1758",557900,7281,25100,18580,351800,45970,36440,32730,24110,4080,24950,20490,22040,557900,51940,8915,48150,29720,18050,23600,5066,16080,13860,33800,33580,2450,518.325,34.92
"1759",351900,270.8,34760,198.4,187.8,NA,224.3,NA,3710,344.8,NA,NA,141.4,NA,7054,1627,NA,NA,17430,351900,25240,NA,4929,120.2,9671,NA,519.279,22.16
"1760",2587000,NA,NA,77550,658.9,2587000,316000,453200,2043000,271900,854700,377800,696000,NA,1043,NA,57300,1031000,80200,2971,562.1,1396000,37330,475100,763.6,NA,520.182,10.24
"1761",3117000,NA,NA,68700,NA,2575000,274900,366200,3117000,359100,872100,357900,653300,NA,796.7,2347,25130,870300,67940,1572,NA,1027000,31890,303800,640.2,NA,520.183,10.01
"1762",1172000,778500,399900,195700,327,460400,404400,229700,183600,1172000,226700,180200,157100,353.5,754400,558900,174800,230900,724900,160600,83400,184600,218400,277200,200800,144900,520.34,35.65
"1763",551800,8534,14910,5620,128000,16980,8923,4425,7166,26340,2467,4602,1551,551800,20690,5295,8657,2875,20430,5260,2215,11120,4120,12890,4276,636.7,520.34,36.41
"1764",1609000,615900,856100,438700,86140,1069000,627500,455400,286800,1248000,365500,312000,238000,306900,1609000,523800,387800,345700,1289000,422300,157600,421400,403800,491800,400600,241300,520.341,36.06
"1765",1430000,NA,NA,NA,9546,NA,NA,NA,NA,26480,30860,NA,NA,325.3,NA,45490,NA,381.9,NA,NA,NA,1430000,NA,NA,NA,NA,521.13,22.01
"1766",476800,944,6113,NA,NA,NA,NA,NA,NA,NA,NA,202.4,343.9,NA,476800,NA,NA,NA,194,460.7,NA,NA,NA,NA,NA,NA,521.219,19.87
"1767",1979000,17690,1764000,127400,212100,269700,167000,125800,201100,1684000,1022000,456300,78040,NA,181700,310300,42870,105900,1979000,104100,28220,161300,114600,85320,36450,280200,523.217,16.31
"1768",3554000,40270,1555000,262400,227300,221800,386800,309700,360100,1420000,884200,860800,151600,21120,394400,259100,98870,239600,3554000,261300,27800,376400,101300,171100,37540,519200,523.217,16.42
"1769",25260000,12670000,5132000,20730000,109900,50900,11700000,16250000,119400,15120000,245200,16980000,8749000,23630,63510,15090000,14270000,8732000,25260000,94230,193100,7101000,253400,8187000,427300,5391000,526.52,43.81
"1770",15860000,7652000,4508000,11270000,88080,41170,2019000,4174000,52620,10140000,219500,9892000,6447000,54690,15860000,12850000,12130000,6711000,4021000,126700,244300,8399000,234000,9100000,394800,782200,526.52,43.88
"1771",19930000,141400,78940,272600,19930000,NA,219400,310900,18310000,302700,8953,355400,159400,15970000,5693000,404700,350500,139200,420900,6431,457.4,342500,9185,272200,16790,102000,526.52,44.21
"1772",20260000,33930,9620,33560,3950000,NA,19890,57150,3347000,56020,NA,80510,34900,20260000,654900,52670,48610,17010,68180,314,NA,19410,549.7,22930,557,17620,526.52,44.64
"1773",1364000,NA,NA,35540,NA,1364000,49960,128400,8877,4952,122800,14560,38650,NA,NA,NA,NA,69240,NA,NA,NA,34560,NA,48100,NA,NA,527.204,17.43
"1774",989500,58020,475800,41600,7442,50960,341200,119400,132200,989500,146600,100400,94090,67730,102600,122600,98440,113400,81750,139200,35270,150500,42150,94010,67280,78870,529.39,42
"1775",1406000,1406000,356700,381100,525800,238800,138800,17190,3723,204900,34340,367500,49020,147200,101100,64200,403200,115800,319800,299300,160200,10020,984600,5511,383000,380200,530.134,9.51
"1776",795200,NA,60170,5514,827.4,1163,54070,9721,16740,161700,27540,15540,5193,795200,356.3,659.6,7853,15030,23140,73210,161100,3816,50650,755,4659,28600,530.166,22.17
"1777",2141000,6089,281200,324200,NA,423900,159700,72120,54220,327500,243000,154900,356100,NA,45260,22500,361200,397300,356700,2141000,889200,3219,768000,577300,485100,211000,530.167,21.26
"1778",1681000,5566,6438,5062,NA,10170,121600,59520,68020,7585,195200,2017,273800,NA,37260,18760,345300,10010,230400,1681000,24130,156700,550300,586000,741200,3286,530.167,21.3
"1779",1400000,NA,805.2,430.9,1400000,1239,262.2,NA,NA,560.3,712.2,236.1,2086,NA,NA,NA,4915,3028,NA,5155,6622,1783,NA,10910,18370,608.9,530.167,21.64
"1780",737100,NA,1185,1593,NA,648800,34320,26980,7630,16260,32390,22700,157400,4459,9250,4192,363500,30530,522.3,513900,7095,58270,55710,737100,133400,25440,532.198,24.04
"1781",4355000,4355000,2034000,2706000,433.1,669300,1982000,1534000,3108000,2799000,100700,152900,1948000,NA,701200,3615000,758000,2580000,375800,1437000,893200,1842000,2351000,1739000,619700,1486000,532.349,35.75
"1782",2208000,440300,194900,246800,810900,47400,187400,139100,102800,416500,1860,4434,179600,2208000,69110,267200,70730,36760,45700,92750,61430,132100,178600,199500,76470,107700,532.349,36
"1783",1503000,156500,186700,1503000,318700,128000,134000,42010,104200,109200,70620,111000,84780,372400,193200,121400,169400,120900,149400,581200,88280,328700,611500,162600,315800,862400,533.129,15.3
"1784",15390000,8844000,9715000,3246000,4242000,5165000,6635000,4911000,14880000,8054000,4714000,5702000,15390000,6165000,7425000,3286000,5012000,5514000,10760000,4969000,4021000,6786000,4971000,7072000,4537000,9472000,533.134,1.62
"1785",12310000,8677000,5800000,2502000,3792000,1605000,6037000,4392000,11450000,8104000,4338000,5708000,12310000,6819000,6286000,2899000,3578000,2489000,8469000,4414000,2639000,3547000,5425000,870100,4848000,8836000,533.134,1.68
"1786",23590000,1483000,5350000,118600,232800,253400,1252000,185800,2440000,1842000,873500,751500,1696000,670100,3951000,7956000,77180,611200,23590000,796000,387900,927900,339800,475800,497300,5320000,533.171,1.61
"1787",1304000,2455,111800,238900,6489,3533,472600,177600,210800,403900,335500,168600,3085,593.6,103700,1304000,522600,835200,143300,453900,79660,82480,102200,283500,92630,258700,535.109,19.96
"1788",943900,332.5,384900,34230,9344,13060,189100,42210,214000,220300,21370,18380,1243,881.8,10510,943900,56490,79550,292000,147500,32400,57480,NA,56640,51950,46100,535.109,21.56
"1789",302700,282.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7476,169.9,NA,NA,18360,NA,NA,970.9,51100,127200,NA,4356,224,302700,1319,535.181,23.65
"1790",3766000,846700,98830,5114,2029,8689,5462,NA,179300,18360,4212,NA,3382,NA,3766000,NA,66540,5007,NA,5050,18440,733.3,5002,41030,3648,NA,535.276,17.63
"1791",357100,NA,49820,5090,NA,1603,153200,53030,26450,NA,46850,9577,992.9,NA,14510,6170,4212,357100,NA,5189,NA,325400,NA,8802,532.4,44120,536.214,24.22
"1792",427000,NA,2356,1078,NA,1253,11190,2998,NA,NA,NA,427000,874.4,NA,NA,9035,178.4,434,NA,2626,215.6,224.3,NA,304,NA,3226,536.215,23.77
"1793",1855000,1855000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.083,28.9
"1794",743800,743800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.083,29.07
"1795",2378000,1207000,465300,1645000,NA,918.9,760700,1131000,1454,1481000,588.8,955600,438900,296.3,9987,120700,1717000,879600,2378000,9935,6921,208200,4986,923000,30760,596000,538.557,46.68
"1796",680400,680400,NA,NA,NA,NA,NA,5711,NA,197.3,NA,NA,376.8,NA,292.4,11860,167.5,NA,2140,NA,192.7,1574,NA,NA,NA,129.8,539.085,29.47
"1797",3722000,3722000,NA,NA,NA,NA,NA,1550,NA,1078,NA,NA,1887,NA,266.7,NA,3667,638.9,203.9,251,NA,NA,NA,NA,NA,NA,539.098,27.81
"1798",1145000,1145000,NA,NA,NA,NA,NA,872.2,NA,1078,NA,NA,2099,NA,266.7,NA,3667,638.9,203.9,251,NA,NA,NA,NA,244.4,NA,539.098,27.86
"1799",1091000,121.2,388,NA,NA,NA,NA,NA,NA,1091000,NA,389.1,358.1,NA,150.1,501300,391.2,397.8,3515,13670,NA,289.7,NA,NA,NA,110100,539.1,26.17
