formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
6	C22H29F5N4O2	[M + CH2O2 - H]-	C23H30F5N4O4-		0.020	0.931	-1.392	2.324	0		-7.435	7.435	-0.806		521.219	1192	19.872	852610259533900396	852601208107825154	852601208107825153	506	
7	C26H30F4N4O3	[M - H]-	C26H29F4N4O3-		0.015	0.655	-1.120	1.775	0	0.000	-5.242	5.242	1.387		521.219	1192	19.872	852610259533900397	852601208107825154	852601208107825153	506	
8	C25H28F4N4O	[M + CH2O2 - H]-	C26H29F4N4O3-		0.015	0.655	-1.120	1.775	0		-5.242	5.242	1.387		521.219	1192	19.872	852610259533900398	852601208107825154	852601208107825153	506	
9	C23H34N6O6S	[M - H]-	C23H33N6O6S-		0.006	-0.270	-0.270	0.000	0	0.000	-6.489	6.489	0.139		521.219	1192	19.872	852610259533900399	852601208107825154	852601208107825153	506	
10	C22H32N6O4S	[M + CH2O2 - H]-	C23H33N6O6S-		0.006	-0.270	-0.270	0.000	0		-6.489	6.489	0.139		521.219	1192	19.872	852610259533900400	852601208107825154	852601208107825153	506	
1	C21H42N6O11	[M - H]-	C21H41N6O11-		0.499	63.806	58.208	5.598	18	0.968	1.327	1.783	0.922		553.284	1192	19.872	852610298931001590	852601207868749796	852601207864555491	500	
2	C20H40N6O9	[M + CH2O2 - H]-	C21H41N6O11-		0.499	63.806	58.208	5.598	17	0.433	1.451	1.744	0.922		553.284	1192	19.872	852610298931001591	852601207868749796	852601207864555491	500	
3	C30H39FN4O5	[M - H]-	C30H38FN4O5-		0.001	57.458	53.352	4.106	17	0.820	1.451	1.950	2.201		553.284	1192	19.872	852610298931001592	852601207868749796	852601207864555491	500	
4	C29H37FN4O3	[M + CH2O2 - H]-	C30H38FN4O5-		0.001	57.458	53.352	4.106	11	0.226	-0.003	1.737	2.201		553.284	1192	19.872	852610298931001593	852601207868749796	852601207864555491	500	
5	C22H38N10O7	[M - H]-	C22H37N10O7-		0.000	44.664	38.600	6.064	18	0.968	0.505	1.796	-1.495		553.284	1192	19.872	852610298931001594	852601207868749796	852601207864555491	500	
6	C21H36N10O5	[M + CH2O2 - H]-	C22H37N10O7-		0.000	44.664	38.600	6.064	17	0.433	0.916	1.737	-1.495		553.284	1192	19.872	852610298931001595	852601207868749796	852601207864555491	500	
7	C27H40F2N4O6	[M - H]-	C27H39F2N4O6-		0.000	42.199	36.158	6.041	17	0.820	1.116	1.950	0.136		553.284	1192	19.872	852610298931001596	852601207868749796	852601207864555491	500	
8	C26H38F2N4O4	[M + CH2O2 - H]-	C27H39F2N4O6-		0.000	42.199	36.158	6.041	16	0.285	1.327	1.796	0.136		553.284	1192	19.872	852610298931001597	852601207868749796	852601207864555491	500	
9	C24H41F3N4O7	[M - H]-	C24H40F3N4O7-		0.000	42.170	35.833	6.337	17	0.820	0.916	1.950	-1.930		553.284	1192	19.872	852610298931001598	852601207868749796	852601207864555491	500	
10	C23H39F3N4O5	[M + CH2O2 - H]-	C24H40F3N4O7-		0.000	42.170	35.833	6.337	16	0.285	1.327	1.796	-1.930		553.284	1192	19.872	852610298931001599	852601207868749796	852601207864555491	500	
1	C21H21NO5	[M + H]+	C21H22NO5+		0.908	63.602	61.935	1.668	26	0.964	0.995	1.201	2.175		368.150	1193	19.878	852610306778545404	852601257768391516	852601257768391515	1897	
2	C22H21N2O2	[M + Na]+	C22H21N2NaO2+		0.083	61.214	58.862	2.353	27	0.968	0.133	1.162	1.430		368.150	1193	19.878	852610306778545405	852601257768391516	852601257768391515	1897	
3	C19H25N2O3	[M + K]+	C19H25KN2O3+		0.008	58.869	58.869	0.000	27	0.968	-0.326	1.432	1.017		368.150	1193	19.878	852610306778545406	852601257768391516	852601257768391515	1897	
4	C18H24ClN2O4	[M + H]+	C18H25ClN2O4+		0.000	55.235	55.235	0.000	27	0.968	-0.503	1.539	0.852		368.150	1193	19.878	852610306778545407	852601257768391516	852601257768391515	1897	
5	C17H20FN5O2	[M + Na]+	C17H20FN5NaO2+		0.000	52.445	52.445	0.000	26	0.964	0.772	1.381	1.973		368.150	1193	19.878	852610306778545408	852601257768391516	852601257768391515	1897	
6	C16H27NO5S	[M + Na]+	C16H27NNaO5S+		0.000	48.770	48.770	0.000	26	0.958	-1.869	1.922	-0.447		368.150	1193	19.878	852610306778545409	852601257768391516	852601257768391515	1897	
7	C17H23N5O2	[M + K]+	C17H23KN5O2+		0.000	42.881	42.881	0.000	21	0.901	3.148	3.148	4.664		368.150	1193	19.878	852610306778545410	852601257768391516	852601257768391515	1897	
8	C16H22ClN5O3	[M + H]+	C16H23ClN5O3+		0.000	42.517	42.517	0.000	23	0.943	3.136	3.136	4.499		368.150	1193	19.878	852610306778545411	852601257768391516	852601257768391515	1897	
9	C15H27NO6Si	[M + Na]+	C15H27NNaO6Si+		0.000	34.691	34.277	0.415	25	0.953	-1.138	1.396	0.177		368.150	1193	19.878	852610306778545412	852601257768391516	852601257768391515	1897	
10	C14H24FN5O3	[M + K]+	C14H24FKN5O3+		0.000	34.396	34.396	0.000	25	0.953	0.409	1.018	1.559		368.150	1193	19.878	852610306778545413	852601257768391516	852601257768391515	1897	
1	C21H20N6O10	[M - H]-	C21H19N6O10-		0.296	35.149	28.052	7.097	15	0.978	-2.022	2.764	2.069		515.118	1193	19.880	852610271273758016	852601207952635886	852601207952635885	502	
2	C20H18N6O8	[M + CH2O2 - H]-	C21H19N6O10-		0.296	35.149	28.052	7.097	11	0.889	-2.884	2.884	2.069		515.118	1193	19.880	852610271273758017	852601207952635886	852601207952635885	502	
3	C23H23F3O10	[M - H]-	C23H22F3O10-		0.099	34.054	26.304	7.750	14	0.970	3.546	3.546	1.601		515.118	1193	19.880	852610271273758018	852601207952635886	852601207952635885	502	
4	C22H21F3O8	[M + CH2O2 - H]-	C23H22F3O10-		0.099	34.054	26.304	7.750	9	0.867	1.798	2.053	1.601		515.118	1193	19.880	852610271273758019	852601207952635886	852601207952635885	502	
5	C19H25N4O11P	[M - H]-	C19H24N4O11P-		0.026	32.704	26.991	5.714	15	0.978	-2.022	2.764	-1.141		515.118	1193	19.880	852610271273758020	852601207952635886	852601207952635885	502	
6	C18H23N4O9P	[M + CH2O2 - H]-	C19H24N4O11P-		0.026	32.704	26.991	5.714	11	0.889	-2.884	2.884	-1.141		515.118	1193	19.880	852610271273758021	852601207952635886	852601207952635885	502	
7	C18H21FN6O11	[M - H]-	C18H20FN6O11-		0.020	32.434	27.126	5.308	15	0.978	-1.430	2.425	-0.150		515.118	1193	19.880	852610271273758022	852601207952635886	852601207952635885	502	
8	C17H19FN6O9	[M + CH2O2 - H]-	C18H20FN6O11-		0.020	32.434	27.126	5.308	11	0.889	-2.425	2.425	-0.150		515.118	1193	19.880	852610271273758023	852601207952635886	852601207952635885	502	
9	C24H19F3N4O6	[M - H]-	C24H18F3N4O6-		0.018	32.341	24.275	8.067	15	0.978	-0.274	2.534	-0.995		515.118	1193	19.880	852610271273758024	852601207952635886	852601207952635885	502	
10	C23H17F3N4O4	[M + CH2O2 - H]-	C24H18F3N4O6-		0.018	32.341	24.275	8.067	11	0.889	-1.328	2.573	-0.995		515.118	1193	19.880	852610271273758025	852601207952635886	852601207952635885	502	
1	C16H21N3O4	[M + H]+	C16H22N3O4+		1.000	152.058	152.058	0.000	33	0.585	-4.637	4.637	-8.317		320.158	1193	19.886	852610287354721572	852601257592230723	852601257592230722	1892	
2	C14H20F3N3O2	[M + H]+	C14H21F3N3O2+		0.000	132.732	132.250	0.482	30	0.574	-4.352	4.352	-0.681		320.158	1193	19.886	852610287354721573	852601257592230723	852601257592230722	1892	
3	C14H19N6O3	[M + H]+	C14H20N6O3+		0.000	130.862	130.862	0.000	31	0.310	0.603	3.031	-4.123		320.158	1193	19.886	852610287354721574	852601257592230723	852601257592230722	1892	
4	C12H28NO5P	[M + Na]+	C12H28NNaO5P+		0.000	130.057	128.266	1.791	31	0.578	-4.871	4.871	-5.967		320.158	1193	19.886	852610287354721575	852601257592230723	852601257592230722	1892	
5	C14H23N3O4	[M + Na]+	C14H23N3NaO4+		0.000	119.397	119.038	0.359	28	0.564	-4.352	4.352	-0.802		320.158	1193	19.886	852610287354721576	852601257592230723	852601257592230722	1892	
6	C12H17N9O2	[M + H]+	C12H18N9O2+		0.000	118.973	118.792	0.181	24	0.512	-4.888	4.888	0.071		320.158	1193	19.886	852610287354721577	852601257592230723	852601257592230722	1892	
7	C12H21N6O3	[M + Na]+	C12H21N6NaO3+		0.000	116.829	115.832	0.998	27	0.554	-4.215	4.215	3.391		320.158	1193	19.886	852610287354721578	852601257592230723	852601257592230722	1892	
8	C17H23N2O2S	[M + H]+	C17H24N2O2S+		0.000	111.497	111.497	0.000	25	0.255	-4.468	4.719	7.870		320.158	1193	19.886	852610287354721579	852601257592230723	852601257592230722	1892	
9	C13H23N2O7	[M + H]+	C13H24N2O7+		0.000	110.484	108.715	1.770	24	0.257	-4.888	4.888	0.055		320.158	1193	19.886	852610287354721580	852601257592230723	852601257592230722	1892	
10	C11H21N5O6	[M + H]+	C11H22N5O6+		0.000	106.250	104.360	1.889	25	0.260	-2.820	3.031	4.248		320.158	1193	19.886	852610287354721581	852601257592230723	852601257592230722	1892	
1	C19H32O7	[M + H]+	C19H33O7+		0.500	188.174	184.916	3.258	45	0.987	-5.739	5.739	2.707		373.223	1193	19.889	852610301741185620	852601258103935876	852601258103935875	1905	
2	C19H34O8	[M - H2O + H]+	C19H33O7+		0.500	188.174	184.916	3.258	45	0.987	-5.739	5.739	-48254.127		373.223	1193	19.889	852610301741185621	852601258103935876	852601258103935875	1905	
3	C17H29FN4O4	[M + H]+	C17H30FN4O4+		0.000	179.211	176.802	2.409	45	0.987	-5.739	5.739	-3.939		373.223	1193	19.889	852610301741185622	852601258103935876	852601258103935875	1905	
4	C17H31FN4O5	[M - H2O + H]+	C17H30FN4O4+		0.000	179.211	176.802	2.409	45	0.987	-5.739	5.739	-48260.773		373.223	1193	19.889	852610301741185623	852601258103935876	852601258103935875	1905	
5	C20H28N4O3	[M + H]+	C20H29N4O3+		0.000	177.202	173.537	3.665	43	0.983	-5.802	5.802	-0.877		373.223	1193	19.889	852610301741185624	852601258103935876	852601258103935875	1905	
6	C20H30N4O4	[M - H2O + H]+	C20H29N4O3+		0.000	177.202	173.537	3.665	43	0.983	-5.802	5.802	-48257.711		373.223	1193	19.889	852610301741185625	852601258103935876	852601258103935875	1905	
7	C15H28N6O5	[M + H]+	C15H29N6O5+		0.000	175.370	175.370	0.000	45	0.987	-5.739	5.739	9.902		373.223	1193	19.889	852610301741185626	852601258103935876	852601258103935875	1905	
8	C15H30N6O6	[M - H2O + H]+	C15H29N6O5+		0.000	175.370	175.370	0.000	45	0.987	-5.739	5.739	-48246.932		373.223	1193	19.889	852610301741185627	852601258103935876	852601258103935875	1905	
9	C20H34N2O2	[M + K]+	C20H34KN2O2+		0.000	173.354	173.354	0.000	45	0.987	-5.927	5.927	-5.617		373.223	1193	19.889	852610301741185628	852601258103935876	852601258103935875	1905	
10	C22H30NO4	[M + H]+	C22H31NO4+		0.000	172.119	169.051	3.068	45	0.987	-5.739	5.739	-4.474		373.223	1193	19.889	852610301741185629	852601258103935876	852601258103935875	1905	
1	C17H22FN3O2	[M + H]+	C17H23FN3O2+		1.000	191.184	191.184	0.000	36	0.585	-2.599	2.599	-2.816		320.176	1193	19.892	852610317381747037	852601257281852182	852601257281852181	1883	
2	C14H27N2O4S	[M + H]+	C14H28N2O4S+		0.000	151.543	151.543	0.000	30	0.496	-4.070	4.070	-1.405		320.176	1193	19.892	852610317381747038	852601257281852182	852601257281852181	1883	
3	C15H27N3O2	[M + K]+	C15H27KN3O2+		0.000	147.049	147.049	0.000	32	0.537	-3.138	3.787	7.792		320.176	1193	19.892	852610317381747039	852601257281852182	852601257281852181	1883	
4	C20H21N3O	[M + H]+	C20H22N3O+		0.000	144.134	144.134	0.000	28	0.434	1.370	2.524	0.754		320.176	1193	19.892	852610317381747040	852601257281852182	852601257281852181	1883	
5	C10H19F2N9O	[M + H]+	C10H20F2N9O+		0.000	144.083	142.912	1.171	36	0.636	3.629	3.629	2.002		320.176	1193	19.892	852610317381747041	852601257281852182	852601257281852181	1883	
6	C14H21BN4O4	[M + H]+	C14H22BN4O4+		0.000	138.608	138.608	0.000	33	0.528	-4.131	4.131	-1.604		320.176	1193	19.892	852610317381747042	852601257281852182	852601257281852181	1883	
7	C12H22F5N3O	[M + H]+	C12H23F5N3O+		0.000	136.373	134.661	1.712	34	0.572	3.202	3.202	1.250		320.176	1193	19.892	852610317381747043	852601257281852182	852601257281852181	1883	
8	C14H27N3O2Si	[M + Na]+	C14H27N3NaO2Si+		0.000	135.523	135.523	0.000	32	0.568	-4.183	4.183	-1.544		320.176	1193	19.892	852610317381747044	852601257281852182	852601257281852181	1883	
9	C12H25F2N3O3	[M + Na]+	C12H25F2N3NaO3+		0.000	135.057	133.426	1.631	34	0.572	-1.693	4.334	1.128		320.176	1193	19.892	852610317381747045	852601257281852182	852601257281852181	1883	
10	C15H24FN3O2	[M + Na]+	C15H24FN3NaO2+		0.000	134.337	134.337	0.000	29	0.510	-0.800	1.980	4.698		320.176	1193	19.892	852610317381747046	852601257281852182	852601257281852181	1883	
1	C16H32N6O7	[M - H]-	C16H31N6O7-		0.494	26.018	23.592	2.426	3	0.522	-1.734	3.957	3.242		419.227	1194	19.896	852610284682949676	852601208195905548	852601208195905547	508	
2	C15H30N6O5	[M + CH2O2 - H]-	C16H31N6O7-		0.494	26.018	23.592	2.426	2	0.242	-5.588	5.588	3.242		419.227	1194	19.896	852610284682949677	852601208195905548	852601208195905547	508	
3	C17H28N10O3	[M - H]-	C17H27N10O3-		0.005	21.490	18.269	3.221	1	0.280	-1.164	1.164	0.052		419.227	1194	19.896	852610284682949678	852601208195905548	852601208195905547	508	
4	C16H26N10O	[M + CH2O2 - H]-	C17H27N10O3-		0.005	21.490	18.269	3.221	0	0.000	-0.864	0.864	0.052		419.227	1194	19.896	852610284682949679	852601208195905548	852601208195905547	508	
5	C21H37FO5S	[M - H]-	C21H36FO5S-		0.001	19.372	19.372	0.000	3	0.522	-3.511	3.511	0.079		419.227	1194	19.896	852610284682949680	852601208195905548	852601208195905547	508	
6	C20H35FO3S	[M + CH2O2 - H]-	C21H36FO5S-		0.001	19.372	19.372	0.000	2	0.242	-5.588	5.588	0.079		419.227	1194	19.896	852610284682949681	852601208195905548	852601208195905547	508	
7	C20H36O9	[M - H]-	C20H35O9-		0.000	18.198	15.025	3.173	2	0.242	-5.588	5.588	-3.164		419.227	1194	19.896	852610284682949682	852601208195905548	852601208195905547	508	
8	C19H34O7	[M + CH2O2 - H]-	C20H35O9-		0.000	18.198	15.025	3.173	2	0.242	-5.588	5.588	-3.164		419.227	1194	19.896	852610284682949683	852601208195905548	852601208195905547	508	
9	C24H36O4S	[M - H]-	C24H35O4S-		0.000	18.156	18.156	0.000	1	0.280	1.759	1.759	2.805		419.227	1194	19.896	852610284682949684	852601208195905548	852601208195905547	508	
10	C23H34O2S	[M + CH2O2 - H]-	C24H35O4S-		0.000	18.156	18.156	0.000	0	0.000	1.889	1.889	2.805		419.227	1194	19.896	852610284682949685	852601208195905548	852601208195905547	508	
1	C13H20O	[M + H]+	C13H21O+		1.000	232.756	229.357	3.399	40	0.956	-5.991	5.991	1.285		193.159	1194	19.899	852610291607746206	852601258070381439	852601258070381438	1904	
2	C10H21FO2	[M + H]+	C10H22FO2+		0.000	201.729	200.329	1.400	39	0.934	-5.952	5.952	-4.631		193.159	1194	19.899	852610291607746207	852601258070381439	852601258070381438	1904	
3	C11H18N3	[M + H]+	C11H19N3+		0.000	167.047	165.732	1.315	36	0.900	-5.461	6.080	8.237		193.159	1194	19.899	852610291607746208	852601258070381439	852601258070381438	1904	
4	C9H23NOP	[M + H]+	C9H24NOP+		0.000	142.125	140.808	1.317	39	0.948	-6.022	6.022	-0.323		193.159	1194	19.899	852610291607746209	852601258070381439	852601258070381438	1904	
5	C8H22N3S	[M + H]+	C8H23N3S+		0.000	83.058	82.987	0.071	28	0.611	-5.553	6.352	-9.216		193.159	1194	19.899	852610291607746210	852601258070381439	852601258070381438	1904	
6	C7H21N4P	[M + H]+	C7H22N4P+		0.000	63.858	63.858	0.000	31	0.695	-3.074	6.735	6.628		193.159	1194	19.899	852610291607746211	852601258070381439	852601258070381438	1904	
1	C18H20N6O8	[M - H]-	C18H19N6O8-		0.499	36.630	29.718	6.912	7	0.987	-1.217	1.701	3.880		447.129	1194	19.905	852610288214554038	852601208246237201	852601208242042896	509	
2	C17H18N6O6	[M + CH2O2 - H]-	C18H19N6O8-		0.499	36.630	29.718	6.912	4	0.727	-1.918	2.126	3.880		447.129	1194	19.905	852610288214554039	852601208246237201	852601208242042896	509	
3	C24H18F2N4O3	[M - H]-	C24H17F2N4O3-		0.001	30.255	22.815	7.439	8	0.993	-0.950	1.517	2.906		447.129	1194	19.905	852610288214554040	852601208246237201	852601208242042896	509	
4	C23H16F2N4O	[M + CH2O2 - H]-	C24H17F2N4O3-		0.001	30.255	22.815	7.439	5	0.733	-0.212	2.022	2.906		447.129	1194	19.905	852610288214554041	852601208246237201	852601208242042896	509	
5	C15H21FN6O9	[M - H]-	C15H20FN6O9-		0.000	27.810	22.308	5.503	7	0.987	-0.382	0.841	1.324		447.129	1194	19.905	852610288214554042	852601208246237201	852601208242042896	509	
6	C14H19FN6O7	[M + CH2O2 - H]-	C15H20FN6O9-		0.000	27.810	22.308	5.503	4	0.727	-1.004	1.004	1.324		447.129	1194	19.905	852610288214554043	852601208246237201	852601208242042896	509	
7	C19H16N10O4	[M - H]-	C19H15N10O4-		0.000	27.754	20.395	7.359	7	0.987	-1.217	1.217	0.889		447.129	1194	19.905	852610288214554044	852601208246237201	852601208242042896	509	
8	C18H14N10O2	[M + CH2O2 - H]-	C19H15N10O4-		0.000	27.754	20.395	7.359	4	0.727	-1.918	1.918	0.889		447.129	1194	19.905	852610288214554045	852601208246237201	852601208242042896	509	
9	C19H24N6O3S2	[M - H]-	C19H23N6O3S2-		0.000	26.621	26.621	0.000	7	0.987	-1.217	1.217	1.936		447.129	1194	19.905	852610288214554046	852601208246237201	852601208242042896	509	
10	C18H22N6OS2	[M + CH2O2 - H]-	C19H23N6O3S2-		0.000	26.621	26.621	0.000	4	0.727	-1.918	1.918	1.936		447.129	1194	19.905	852610288214554047	852601208246237201	852601208242042896	509	
1	C18H23O9	[M - H]-	C18H22O9-		0.500	95.943	92.798	3.146	22	0.983	0.067	0.716	3.060		382.128	1195	19.910	852610278534099282	852601207642257350	852601207642257349	494	
2	C17H21O7	[M + CH2O2 - H]-	C18H22O9-		0.500	95.943	92.798	3.146	21	0.982	0.015	0.701	3.060		382.128	1195	19.910	852610278534099283	852601207642257350	852601207642257349	494	
3	C19H20F3NO4	[M - H]-	C19H19F3NO4-		0.000	88.238	84.788	3.450	23	0.985	-0.685	1.071	2.443		382.128	1195	19.910	852610278534099284	852601207642257350	852601207642257349	494	
4	C18H18F3NO2	[M + CH2O2 - H]-	C19H19F3NO4-		0.000	88.238	84.788	3.450	15	0.938	-1.006	1.071	2.443		382.128	1195	19.910	852610278534099285	852601207642257350	852601207642257349	494	
5	C17H17N7O4	[M - H]-	C17H16N7O4-		0.000	81.400	78.585	2.815	21	0.982	0.033	0.685	3.073		382.128	1195	19.910	852610278534099286	852601207642257350	852601207642257349	494	
6	C16H15N7O2	[M + CH2O2 - H]-	C17H16N7O4-		0.000	81.400	78.585	2.815	15	0.938	-0.258	0.685	3.073		382.128	1195	19.910	852610278534099287	852601207642257350	852601207642257349	494	
7	C16H21N3O8	[M - H]-	C16H20N3O8-		0.000	77.639	75.947	1.693	22	0.983	1.624	1.624	6.573		382.128	1195	19.910	852610278534099288	852601207642257350	852601207642257349	494	
8	C15H19N3O6	[M + CH2O2 - H]-	C16H20N3O8-		0.000	77.639	75.947	1.693	21	0.982	1.393	1.393	6.573		382.128	1195	19.910	852610278534099289	852601207642257350	852601207642257349	494	
9	C17H25N3O3S2	[M - H]-	C17H24N3O3S2-		0.000	73.282	73.282	0.000	20	0.978	1.651	1.651	4.299		382.128	1195	19.910	852610278534099290	852601207642257350	852601207642257349	494	
10	C16H23N3OS2	[M + CH2O2 - H]-	C17H24N3O3S2-		0.000	73.282	73.282	0.000	0	0.000			4.299		382.128	1195	19.910	852610278534099291	852601207642257350	852601207642257349	494	
1	C17H23O7	[M - H]-	C17H22O7-		0.486	65.074	60.569	4.504	14	0.996	-0.152	0.385	3.988		338.138	1195	19.910	852610281159733930	852601207562565564	852601207562565563	492	
2	C16H21O5	[M + CH2O2 - H]-	C17H22O7-		0.486	65.074	60.569	4.504	14	0.996	-0.152	0.385	3.988		338.138	1195	19.910	852610281159733931	852601207562565564	852601207562565563	492	
3	C18H20F3NO2	[M - H]-	C18H19F3NO2-		0.014	61.492	56.381	5.111	14	0.996	-0.996	1.010	3.291		338.138	1195	19.910	852610281159733932	852601207562565564	852601207562565563	492	
4	C17H18F3N	[M + CH2O2 - H]-	C18H19F3NO2-		0.014	61.492	56.381	5.111	6	0.901	-0.996	1.024	3.291		338.138	1195	19.910	852610281159733933	852601207562565564	852601207562565563	492	
5	C16H17N7O2	[M - H]-	C16H16N7O2-		0.000	57.000	52.918	4.081	14	0.996	-0.134	0.405	4.003		338.138	1195	19.910	852610281159733934	852601207562565564	852601207562565563	492	
6	C15H15N7	[M + CH2O2 - H]-	C16H16N7O2-		0.000	57.000	52.918	4.081	6	0.901	-0.158	0.209	4.003		338.138	1195	19.910	852610281159733935	852601207562565564	852601207562565563	492	
7	C15H21N3O6	[M - H]-	C15H20N3O6-		0.000	56.044	53.738	2.306	14	0.996	3.743	3.743	7.958		338.138	1195	19.910	852610281159733936	852601207562565564	852601207562565563	492	
8	C14H19N3O4	[M + CH2O2 - H]-	C15H20N3O6-		0.000	56.044	53.738	2.306	14	0.996	3.743	3.743	7.958		338.138	1195	19.910	852610281159733937	852601207562565564	852601207562565563	492	
9	C13H26NO7P	[M - H]-	C13H25NO7P-		0.000	46.967	45.727	1.240	14	0.996	-1.242	1.295	3.069		338.138	1195	19.910	852610281159733938	852601207562565564	852601207562565563	492	
10	C12H24NO5P	[M + CH2O2 - H]-	C13H25NO7P-		0.000	46.967	45.727	1.240	14	0.996	-1.242	1.295	3.069		338.138	1195	19.910	852610281159733939	852601207562565564	852601207562565563	492	
1	C22H28N2O11	[M + H]+	C22H29N2O11+		0.994	141.623	138.589	3.034	52	0.992	-4.845	4.845	2.059		497.178	1195	19.910	852610367629512014	852601257529316153	852601257529316152	1890	
2	C23H24N6O7	[M + H]+	C23H25N6O7+		0.005	136.312	134.974	1.338	52	0.992	-4.845	4.845	-0.631		497.178	1195	19.910	852610367629512015	852601257529316153	852601257529316152	1890	
3	C23H30N4O6	[M + K]+	C23H30KN4O6+		0.001	134.309	134.309	0.000	52	0.992	-4.902	4.902	-4.189		497.178	1195	19.910	852610367629512016	852601257529316153	852601257529316152	1890	
4	C21H26N6O7	[M + Na]+	C21H26N6NaO7+		0.000	131.748	129.423	2.325	52	0.992	-4.845	4.845	4.208		497.178	1195	19.910	852610367629512017	852601257529316153	852601257529316152	1890	
5	C23H28N3O8	[M + Na]+	C23H28N3NaO8+		0.000	127.211	124.861	2.351	52	0.992	-4.845	4.845	1.507		497.178	1195	19.910	852610367629512018	852601257529316153	852601257529316152	1890	
6	C18H30N6O8	[M + K]+	C18H30KN6O8+		0.000	127.190	127.190	0.000	52	0.992	-4.845	4.845	3.902		497.178	1195	19.910	852610367629512019	852601257529316153	852601257529316152	1890	
7	C20H31ClN4O7	[M + Na]+	C20H31ClN4NaO7+		0.000	123.025	123.025	0.000	51	0.986	-4.813	4.813	0.528		497.178	1195	19.910	852610367629512020	852601257529316153	852601257529316152	1890	
8	C26H26N4O5	[M + Na]+	C26H26N4NaO5+		0.000	120.753	120.753	0.000	52	0.992	-4.902	4.902	-3.883		497.178	1195	19.910	852610367629512021	852601257529316153	852601257529316152	1890	
9	C24H25F3N4O3	[M + Na]+	C24H25F3N4NaO3+		0.000	114.509	113.070	1.439	52	0.992	-5.464	5.464	1.034		497.178	1195	19.910	852610367629512022	852601257529316153	852601257529316152	1890	
10	C26H23F3N4O3	[M + H]+	C26H24F3N4O3+		0.000	89.213	89.213	0.000	42	0.899	-5.718	5.718	-3.805		497.178	1195	19.910	852610367629512023	852601257529316153	852601257529316152	1890	
1	C24H26FN5O2	[M + H]+	C24H27FN5O2+		0.970	107.467	101.907	5.560	50	0.854	0.429	1.348	1.514		436.215	1195	19.916	852610317985726869	852601257629979464	852601257625785159	1893	
2	C29H27N2O2	[M + H]+	C29H28N2O2+		0.029	103.965	98.580	5.384	48	0.829	0.549	1.343	1.056		436.215	1195	19.916	852610317985726870	852601257629979464	852601257625785159	1893	
3	C21H27F2N5O3	[M + H]+	C21H28F2N5O3+		0.000	99.452	95.885	3.567	50	0.679	0.569	1.267	-1.106		436.215	1195	19.916	852610317985726871	852601257629979464	852601257625785159	1893	
4	C23H33NO5S	[M + H]+	C23H34NO5S+		0.000	95.170	92.441	2.729	51	0.746	0.595	1.281	-0.529		436.215	1195	19.916	852610317985726872	852601257629979464	852601257625785159	1893	
5	C20H31F2NO7	[M + H]+	C20H32F2NO7+		0.000	57.036	53.922	3.114	44	0.779	-1.845	2.105	1.960		436.215	1195	19.916	852610317985726873	852601257629979464	852601257625785159	1893	
6	C19H29F2N5O3	[M + Na]+	C19H29F2N5NaO3+		0.000	56.015	52.739	3.276	53	0.910	0.429	1.288	4.409		436.215	1195	19.916	852610317985726874	852601257629979464	852601257625785159	1893	
7	C22H31N5OS	[M + Na]+	C22H31N5NaOS+		0.000	53.593	50.153	3.440	40	0.743	2.365	2.859	1.920		436.215	1195	19.916	852610317985726875	852601257629979464	852601257625785159	1893	
8	C25H30N3O2P	[M + H]+	C25H31N3O2P+		0.000	51.508	46.139	5.369	50	0.679	0.569	1.267	0.343		436.215	1195	19.916	852610317985726876	852601257629979464	852601257625785159	1893	
9	C19H34FNO7Si	[M + H]+	C19H35FNO7Si+		0.000	51.029	47.968	3.061	50	0.679	0.569	1.267	-2.622		436.215	1195	19.916	852610317985726877	852601257629979464	852601257625785159	1893	
10	C22H33NO6Si	[M + H]+	C22H34NO6Si+		0.000	50.864	47.097	3.768	50	0.679	0.569	1.267	-0.002		436.215	1195	19.916	852610317985726878	852601257629979464	852601257625785159	1893	
1	C17H14N4O3	[M + H]+	C17H15N4O3+		1.000	39.341	37.069	2.272	6	0.702	1.535	3.621	2.919		323.115	1195	19.916	852610279234548175	852601257495761716	852601257495761715	1889	
2	C12H20N4O3S	[M + Na]+	C12H20N4NaO3S+		0.000	29.162	26.583	2.579	5	0.609	0.620	2.041	-0.069		323.115	1195	19.916	852610279234548176	852601257495761716	852601257495761715	1889	
3	C15H18N5O	[M + K]+	C15H18KN5O+		0.000	27.494	27.494	0.000	5	0.625	1.221	2.600	1.599		323.115	1195	19.916	852610279234548177	852601257495761716	852601257495761715	1889	
4	C11H24O7S	[M + Na]+	C11H24NaO7S+		0.000	25.274	24.455	0.819	5	0.561	1.429	2.947	4.070		323.115	1195	19.916	852610279234548178	852601257495761716	852601257495761715	1889	
